the_geom,f_code,iko,ita,name,use,zv3,cartodb_id,created_at,updated_at
0101000020E610000091ED7C3F350E54C0BB6070CD1D114240,GB005,KINT,INT,SMITH REYNOLDS AIRPORT,0,295,268,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000960854FF209B64C048DE3994A1424F40,GB005,UNK,SXP,SHELDON POINT AIRPORT,0,4,269,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000012B69F8CF1AD63C02A8D98D9E79D5140,GB005,PATQ,ATK,ATQASUK EDWARD BURNELL SR MEMORIAL AIRPORT,0,29,270,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E3E0D231E7CE64C07AC5538F34555040,GB005,PFKT,KTS,BREVIG MISSION AIRPORT,0,12,271,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E6CAA0DAE0E554C0B5E1B034F0514040,GB005,KWRB,WRB,ROBINS AIR FORCE BASE,8,90,272,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007BD976DA1AC659C0C648F608356B4540,GB005,KCDR,CDR,CHADRON MUNICIPAL AIRPORT,4,1005,273,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B29DEFA7C6FD52C09CC420B072304440,GB005,KRDG,RDG,READING REGIONAL/CARL A SPAATZ FIELD,0,105,274,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F0F62004E4205EC09CC420B072A44240,GB005,KMCE,MCE,MERCED REGIONAL//MACREADY FIELD,0,47,275,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000067F0F78BD9105AC068A85148322B4040,GB005,KCNM,CNM,CAVERN CITY AIR TERMINAL AIRPORT,0,1004,276,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000006308008EBD4864C02BF86D88F16E4E40,GB005,UNK,4A2,ATMAUTLUAK AIRPORT,0,5,277,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000A9DDAF027C4558C0A7B228ECA2144240,GB005,KSWO,SWO,STILLWATER REGIONAL AIRPORT,0,305,278,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000064A9F57EA34D5DC0889D29745E594040,GB005,KNZY,NZY,NORTH ISLAND NAVAL AIR STATION /HALSEY FIELD/,8,8,279,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E014562AA84864C02AFD84B35B275040,GB005,PFEL,ELI,ELIM AIRPORT,0,49,280,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E1D1C6116BE462C0486C770FD0894E40,GB005,UNK,TYE,TYONEK AIRPORT,0,34,281,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000008BA71E6970BB63C0D8463CD9CDC65040,GB005,PAFM,AFM,AMBLER AIRPORT,0,102,282,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007E5358A9A08E58C0C64E78094E314640,GB005,KHON,HON,HURON REGIONAL AIRPORT,0,393,283,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000009D836742131B63C0B7D0950854F14C40,GB005,UNK,ORI,PORT LIONS AIRPORT,0,16,284,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B55208E412C559C088A06AF46A364140,GB005,KCVN,CVN,CLOVIS MUNICIPAL AIRPORT,4,1285,285,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000844BC79C67E162C0F95FAE450B964E40,GB005,PABG,BLG,BELUGA AIRPORT,0,40,286,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000501C40BFEF2464C0E97C7896203C5040,GB005,PAKK,KKA,KOYUK ALFRED ADAMS AIRPORT,0,47,287,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000008B709351E54864C09B5775560BC24F40,GB005,UNK,WBB,STEBBINS AIRPORT,0,4,288,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000CE6DC2BD322E64C08CF9B9A129654E40,GB005,PFKW,KWT,KWETHLUK AIRPORT,0,8,289,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000070253B36020A5BC0F7AE415F7A514040,GB005,KSVC,SVC,GRANT COUNTY AIRPORT,0,1660,290,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000CEFA946332A563C01AD5E940D6B85040,GB005,PAGH,SHG,SHUNGNAK AIRPORT,0,60,291,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000068CC24EA051F64C037161406658C4E40,GB005,UNK,TLT,TULUKSAK AIRPORT,0,9,292,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000EA5C514A08C856C06E3480B740644440,GB005,KBRL,BRL,SOUTHEAST IOWA REGIONAL AIRPORT,0,213,293,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000FD497CEE844864C03E7AC37DE48E4B40,GB005,PAVC,KVC,KING COVE AIRPORT,0,47,294,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000D124B1A4DC4357C0728BF9B9A1774640,GB005,KSTP,STP,ST. PAUL DOWNTOWN AIRPORT / HOLMAN FIELD,0,215,295,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000016C4084382A64C0ABFF73982FE34E40,GB005,PARS,RSH,RUSSIAN MISSION AIRPORT,0,16,296,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000004F8D976E121753C0C90391459A8A4240,GB005,KLFI,LFI,LANGLEY AIR FORCE BASE,8,3,297,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000FB95CE8767AB58C0942F682101774740,GB005,KJMS,JMS,JAMESTOWN REGIONAL AIRPORT,0,457,298,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E8853B1746FA5BC0E204A6D3BACF4040,GB005,KSDL,SDL,SCOTTSDALE AIRPORT,0,460,299,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002FFD4B52194E64C07C681F2BF8734E40,GB005,UNK,16A,NUNAPITCHUK AIRPORT,0,4,300,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000501C40BFEFA557C0C5707500C48F4340,GB005,KMKC,MKC,CHARLES B. WHEELER DOWNTOWN AIRPORT,0,231,301,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000003C65355D4F705BC0A1F5F065A2604340,GB005,KCNY,CNY,CANYONLANDS FIELD AIRPORT,0,1389,302,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000008FB27E3331C25CC0E7340BB43B1E4240,GB005,KLSV,LSV,NELLIS AIR FORCE BASE,8,570,303,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000274BADF79BFA62C0D1C43BC093AC4D40,GB005,UNK,PGM,PORT GRAHAM AIRPORT,0,28,304,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000099D4D00660C263C03C670B08AD2E5040,GB005,PANU,NUL,NULATO AIRPORT,0,122,305,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000008EC2F5285C7B5EC0855E7F129F214340,GB005,KSUU,SUU,TRAVIS AIR FORCE BASE,8,19,306,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007841446ADAFC5AC03829CC7B9CFB4540,GB005,KWRL,WRL,WORLAND MUNICIPAL AIRPORT,4,1288,307,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E4F38AA79EF261C08541994693885140,GB005,PABA,BTI,BARTER ISLAND LRRS AIRPORT,0,1,308,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000044C4CDA9646564C0997ADD2230F04D40,GB005,PAGG,GGV,KWIGILLINGOK AIRPORT,0,5,309,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000A4703D0AD70B58C095B6B8C667084840,GB005,KTVF,TVF,THIEF RIVER FALLS REGIONAL AIRPORT,0,341,310,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007B4FE5B4279F63C0D925AAB706363540,GB005,PH,LUP,KALAUPAPA AIRPORT,0,7,311,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000008C43FD2EEC0A64C0F9D85DA0A4C44E40,GB005,PALG,KLG,KALSKAG AIRPORT,0,17,312,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000006F4C29D0BF851C001F9122A38224540,GB005,KORH,ORH,WORCESTER REGIONAL AIRPORT,0,308,313,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002A38BC2022BA58C0BBD6DEA7AA0E4840,GB005,KDVL,DVL,DEVILS LAKE REGIONAL AIRPORT,0,444,314,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000047CA1649BBA956C033A9A10DC0544340,GB005,KSUS,SUS,SPIRIT OF ST LOUIS AIRPORT,0,141,315,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000021C7D63384B953C053CC41D0D1964440,GB005,KDUJ,DUJ,DUBOIS REGIONAL AIRPORT,0,554,316,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000001EA4A7C8A12863C06A1492CCEA9B4C40,GB005,UNK,6R7,OLD HARBOR AIRPORT,0,17,317,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000BEF04A92674164C0428D4292591B4E40,GB005,PAEE,EEK,EEK AIRPORT,0,4,318,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002E5393E00D4765C05245F12A6B954C40,GB005,PASN,SNP,ST PAUL ISLAND AIRPORT,0,19,319,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000CEDDAE97A67154C01F9BE447FC263A40,GB005,KAPF,APF,NAPLES MUNICIPAL AIRPORT,4,2,320,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B56CAD2F12495DC064CE33F6256F4040,GB005,KNKX,NKX,MIRAMAR MARINE CORPS AIR STATION,8,145,321,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000068244223585564C0166C239EEC2A4E40,GB005,UNK,A61,TUNTUTULIAK AIRPORT,0,5,322,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000740987DEE2D454C016139B8F6BF94040,GB005,KAHN,AHN,ATHENS/BEN EPPS AIRPORT,0,246,323,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E98024ECDBC264C04BCADDE7F88F5040,GB005,PASH,SHH,SHISHMAREF AIRPORT,0,4,324,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000D21A834E884364C0B29AAE27BABE4F40,GB005,PAMK,SMK,ST MICHAEL AIRPORT,0,30,325,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000005776C1E09AFD62C009AD872F13AD4D40,GB005,UNK,KEB,NANWALEK AIRPORT,0,8,326,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000059315C1D800363C08065A549294B5040,GB005,PATA,TAL,RALPH M CALHOUN MEMORIAL AIRPORT,0,72,327,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000C7A01342077351C030BB270F0B294640,GB005,KAUG,AUG,AUGUSTA STATE AIRPORT,0,107,328,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000751DAA29C95C64C0EA23F0879FF74E40,GB005,UNK,0AK,PILOT STATION AIRPORT,0,93,329,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000003CA242755A52C01C7920B2485D4440,GB005,KFRG,FRG,REPUBLIC AIRPORT,0,25,330,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000CBD58F4DF24754C02FA52E19C7E44240,GB005,KBKW,BKW,RALEIGH COUNTY MEMORIAL AIRPORT,0,763,331,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000A9A27895B54056C0A7B228ECA2E04240,GB005,KMWA,MWA,WILLIAMSON COUNTY REGIONAL AIRPORT,0,144,332,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000736891ED7C3753C03FC23060C9674340,GB005,KADW,ADW,ANDREWS AIR FORCE BASE,8,85,333,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000A86DC328089264C0BC7A15191DEF5040,GB005,PAVL,KVL,KIVALINA AIRPORT,0,4,334,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002A37514B737765C0A5D7666325E24F40,GB005,PAGM,GAM,GAMBELL AIRPORT,0,8,335,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000C8772975C9F762C0FF756EDA8C085140,GB005,PAKP,AKP,ANAKTUVUK PASS AIRPORT,0,641,336,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000009BE3DC265CB264C0C99063EB19EC4E40,GB005,PACM,SCM,SCAMMON BAY AIRPORT,0,4,337,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F2B22616F80D64C0A019C40776BE5040,GB005,PAIK,IAN,BOB BAKER MEMORIAL AIRPORT,0,51,338,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E063B0E2540756C033A9A10DC0E84640,GB005,KIMT,IMT,FORD AIRPORT,0,360,339,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000029A081B1E9564C0A7EB89AE0B574F40,GB005,PAUK,AUK,ALAKANUK AIRPORT,0,3,340,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000075763238CAA264C0E012807F4A454E40,GB005,PAOO,OOK,TOKSOOK BAY AIRPORT,0,18,341,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000034EF384547BA5EC05BCEA5B8AA5A4840,GB005,KORS,ORS,ORCAS ISLAND AIRPORT,0,9,342,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000084B872F6CEB962C04F7974232CA04E40,GB005,PAED,EDF,ELMENDORF AIR FORCE BASE,8,65,343,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000A29A92ACC34F65C0D61533C2DBD74F40,GB005,PASA,SVA,SAVOONGA AIRPORT,0,16,344,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000FC6EBA6587C75BC08CF678211D584640,GB005,KWYS,WYS,YELLOWSTONE AIRPORT,0,2027,345,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000222C2AE2743A55C03EA9F6E978B64640,GB005,KMGN,MGN,HARBOR SPRINGS AIRPORT,0,209,346,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000105CE50984325BC0F92D3A596AC14140,GB005,KGUP,GUP,GALLUP MUNICIPAL AIRPORT,4,1973,347,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000069A85148328D52C0EE79FEB451314640,GB005,KSLK,SLK,ADIRONDACK REGIONAL AIRPORT,0,507,348,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000008352B472AF1064C0C879FF1F27A84B40,GB005,PASD,SDP,SAND POINT AIRPORT,0,6,349,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000821953B0C61F5AC0F303577902254340,GB005,KPUB,PUB,PUEBLO MEMORIAL AIRPORT,0,1441,350,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000088A06AF46ADA55C0459F8F32E2CE4440,GB005,KGYY,GYY,GARY/CHICAGO INTERNATIONAL AIRPORT,23,180,351,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F15CDF8783D053C077483140A2134540,GB005,KJHW,JHW,CHAUTAUQUA COUNTY/JAMESTOWN AIRPORT,0,525,352,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000AB05F69848055CC0FED137691AD84040,GB005,KDVT,DVT,PHOENIX DEER VALLEY AIRPORT,0,450,353,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000CA17B49080C950C08EC8772975413240,GB005,TJMZ,MAZ,EUGENIO MARIA DE HOSTOS AIRPORT,0,9,354,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000081B1BE81C9FD58C0D76D50FBADE14240,GB005,KDDC,DDC,DODGE CITY REGIONAL AIRPORT,0,791,355,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B20DDC813AB364C0419AB1683AC54E40,GB005,PAVA,VAK,CHEVAK AIRPORT,0,23,356,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000AC5791D1010957C09259BDC3EDDE4240,GB005,KTBN,TBN,WAYNESVILLE-ST. ROBERT REGIONAL FORNEY FIELD AIRPORT,0,353,357,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002C29779FE39F57C0988922A46E934240,GB005,KJLN,JLN,JOPLIN REGIONAL AIRPORT,0,299,358,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E61E12BEF7A853C0693BA6EECAE64440,GB005,KBFD,BFD,BRADFORD REGIONAL AIRPORT,0,653,359,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000317E1AF7E64958C0D8BAD408FD744640,GB005,KATY,ATY,WATERTOWN REGIONAL AIRPORT,0,533,360,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000A032FE7DC63C52C0F37519FED3C34540,GB005,KRUT,RUT,RUTLAND - SOUTHERN VERMONT REGIONAL AIRPORT,0,240,361,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002E5393E00DE755C09CC1DF2F665F4140,GB005,KMSL,MSL,NORTHWEST ALABAMA REGIONAL AIRPORT,0,168,362,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000295E656DD37564C0FCA36FD2340C4F40,GB005,PAMO,MOU,MOUNTAIN VILLAGE AIRPORT,0,103,363,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000AB5B3D27BD6958C0BC1FB75F3E654340,GB005,KSLN,SLN,SALINA MUNICIPAL AIRPORT,4,393,364,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000D881734694D964C0CF2C095053165140,GB005,PAPO,PHO,POINT HOPE AIRPORT,0,4,365,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000008753E6E61B5C54C001DC2C5E2CAC4340,GB005,KPKB,PKB,MID-OHIO VALLEY REGIONAL AIRPORT,0,262,366,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000075E789E76C7363C0A69718CBF4794F40,GB005,PAMC,MCG,MC GRATH AIRPORT,0,104,367,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000009A3A8F8AFFC555C000732D5A80DC4640,GB005,KESC,ESC,DELTA COUNTY AIRPORT,0,186,368,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000A7EA1ED95C805BC07A008BFCFA214140,GB005,KSOW,SOW,SHOW LOW REGIONAL AIRPORT,0,1955,369,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002AABE97AA2605BC00EA0DFF76F384440,GB005,KVEL,VEL,VERNAL REGIONAL AIRPORT,0,1609,370,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000003C2EAA4544AA56C01B2FDD2406913D40,GB005,KHUM,HUM,HOUMA-TERREBONNE AIRPORT,0,3,371,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002331410D5F5F64C0E2AC889AE8E35040,GB005,PAWN,WTK,NOATAK AIRPORT,0,27,372,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000AE8218E8DA1A5CC01E882CD2C4534140,GB005,KPRC,PRC,ERNEST A. LOVE FIELD AIRPORT,0,1538,373,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000068195438BFF63C0768368AD68A65040,GB005,PASK,WLK,SELAWIK AIRPORT,0,5,374,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002EAA4544B1C464C02E5393E00DC34E40,GB005,PAHP,HPB,HOOPER BAY AIRPORT,0,4,375,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000C1CAA145B62064C01DE4F56052B45040,GB005,PFNO,D76,ROBERT/BOB/CURTIS MEMORIAL AIRPORT,0,17,376,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000A41AF67B622D54C06B9A779CA2B14140,GB005,KJQF,JQF,CONCORD REGIONAL AIRPORT,0,215,377,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000CA52EBFD468C57C02FE065868D464540,GB005,KFOD,FOD,FORT DODGE REGIONAL AIRPORT,0,352,378,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B31EBE4C14BF56C00D6E6B0BCFBD4040,GB005,KGLH,GLH,MID DELTA REGIONAL AIRPORT,0,40,379,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000C8CEDBD8EC0A54C0053065E080323A40,GB005,KFXE,FXE,FORT LAUDERDALE EXECUTIVE AIRPORT,0,4,380,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000006891ED7C3F6362C0B1C1C2499A2A5040,GB005,PAEI,EIL,EIELSON AIR FORCE BASE,8,167,381,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000006571FF91E9DA54C02785798F33554540,GB005,KPTK,PTK,OAKLAND COUNTY INTERNATIONAL AIRPORT,23,299,382,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000D386C3D2C0F060C07E68E6C9359F4D40,GB005,PAHN,HNS,HAINES AIRPORT,0,5,383,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000663046240AE55CC0D5592DB0C76A4040,GB005,KIPL,IPL,IMPERIAL COUNTY AIRPORT,0,-16,384,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000BCEA01F3901954C0F4FA93F8DCED4240,GB005,KLWB,LWB,GREENBRIER VALLEY AIRPORT,0,702,385,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000C4094CA775775AC0BABC395CABB74240,GB005,KALS,ALS,SAN LUIS VALLEY REGIONAL/BERGMAN FIELD,0,2298,386,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000965AEF37DAB55DC0BD715298F7D84640,GB005,KPDT,PDT,EASTERN OREGON REGIONAL AT PENDLETON AIRPORT,0,456,387,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002A70B20DDCE354C0D1AFAD9FFE894640,GB005,KAPN,APN,ALPENA COUNTY REGIONAL AIRPORT,0,210,388,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000082ACA7565FB553C0F373435376284440,GB005,KJST,JST,JOHN MURTHA JOHNSTOWN-CAMBRIA COUNTY AIRPORT,0,696,389,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000009E08E23C1CED60C05038BBB54C0C4D40,GB005,PAOH,HNH,HOONAH AIRPORT,0,6,390,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F697DD9387F662C0CBBC55D7A1B84D40,GB005,PASO,SOV,SELDOVIA AIRPORT,0,9,391,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000081ACA7565FB953C0834D9D47C5214340,GB005,KSHD,SHD,SHENANDOAH VALLEY REGIONAL AIRPORT,0,366,392,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000C9552C7E53465CC0D1CDFE40B9D94240,GB005,KCDC,CDC,CEDAR CITY REGIONAL AIRPORT,0,1714,393,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002A543717FF9D63C03D59315C1D2F5040,GB005,PAGA,GAL,EDWARD G. PITKA SR AIRPORT,0,47,394,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002DEDD45C6E3D59C0C1E10511A9854240,GB005,KLBL,LBL,LIBERAL MID-AMERICA REGIONAL AIRPORT,0,879,395,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000003CA41820D19358C0A33CF372D87B4440,GB005,KGRI,GRI,CENTRAL NEBRASKA REGIONAL AIRPORT,0,563,396,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000EC681CEA771352C03B55BE6724D04540,GB005,KLEB,LEB,LEBANON MUNICIPAL AIRPORT,4,184,397,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000982B836A032862C06DFFCA4A93A45040,GB005,PFYU,FYU,FORT YUKON AIRPORT,0,132,398,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000000664AF777FD251C01AD47E6B273C4540,GB005,KBED,BED,LAURENCE G HANSCOM FIELD AIRPORT,0,41,399,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000009F03CB1132285BC0105839B4C8A64240,GB005,KCEZ,CEZ,CORTEZ MUNICIPAL AIRPORT,4,1804,400,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000046B3B27DC83A58C031022A1C41DA3C40,GB005,KVCT,VCT,VICTORIA REGIONAL AIRPORT,0,35,401,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002CD670917BD158C061FC34EECD6B4340,GB005,KHYS,HYS,HAYS REGIONAL AIRPORT,0,609,402,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
